id	pronunciation	character	tone	rhymeCategory	meanings
363	봉	俸	去	宋	녹(祿);봉급;급료
364	부	俯	上	麌	구푸리다;구부리다;숨다;눕다
365	비	俾	上	紙	더하다;보태다;시키다;~하게 하다;좇다;따르다
366	비	俾	去	霽	흘겨보다;성가퀴(女牆)
367	비	俷	去	未	등지다;멀리하다;지다;패배하다
368	사	倳	去	寘	찌르다;칼을 꽂다;세우다;서다
369	수	修	平	尤	닦다;익히다;배우고 연구하다;기르다;다스리다;다듬어 정리하다;다루어 처리하다;고치다;손질하다;꾸미다;책을 만들다;행하다;갖추다;베풀다;길다;뛰어나다;뛰어난 사람
370	수	倕	平	支	무겁다;사람 이름
371	숙	俶	入	屋	비롯하다;비로소;정돈하다;정리하다;두텁다;맑다;착하다
372	척	俶	入	錫	뛰어나다
373	숙	倏	入	屋	갑자기;문득;매우 짧은 시간;개가 재빨리 내닫는 모양;빛;빛나다
374	쉬	倅	去	隊	버금;다음;수령(守令)
375	졸	倅	入	月	백 사람;갑자기
376	엄	俺	去	豔	나;자신;크다;어리석다
377	예	倪	平	齊	어린이;어리고 약한 모양;흘겨보다;곁눈질하다;가(edge);끝더하다;보태다;성가퀴
378	왜	倭	平	歌	왜국;일본
379	위	倭	平	支	두르다;빙 돌아서 먼 모양;순하다;순한 모양;추하다;보기 흉하다
380	의	倚	上	紙	의지하다;기대다;치우치다;쏠리다;인하다;말미암다;가락을 맞추다;맡기다
381	기	倚	平	支	기이하다;이상야릇하다;불구(不具)
382	종	倧	平	冬	상고의 신인(神人);신인
383	차	借	去	禡	빌리다;빌려 쓰다;빌려 주다;돕다;가령;설령
384	창	倉	平	陽	곳집;창고;옥(獄);옥사;내장;갑자기;푸르다
385	창	倉	去	漾	슬퍼하다
386	창	倡	平	陽	광대;배우;기생;미치다;미치광이
387	창	倡	去	漾	창도하다;외치다;성하다;창성하다
388	창	倀	平	陽	미치다;갈팡질팡하다;넘어지다;자빠지다;귀신 이름
389	창	倀	平	庚	홀로 서다;홀로 서 있는 모양
390	창	倀	去	敬	길을 잃다
391	척	倜	入	錫	대범하다;얽매이지 않다;뛰어나다;빼어난 모양;높고 먼 모양;소원한 모양
392	천	倩	去	霰	예쁘다;남자의 미칭
393	청	倩	去	敬	사위;빌리다;고용하다
394	천	俴	上	銑	엷다;얇다;갑옷을 입지 않다
395	첩	倢	入	葉	빠르다;민첩하다;굳세다;연관(女官) 이름
396	치	値	去	寘	값;값하다;값어치가 있다;가지다;지니다;만나다;당하다;어떤 일을 겪다;두다
397	탁	倬	入	覺	크다;높고 크다;밝다;두드러지다;명백하다;뛰어나다
398	표	俵	去	嘯	흩다;나누어 주다
399	행	倖	上	梗	요행;간사하다;아첨하다;괴다;사랑하다
400	혼	倱	上	阮	흐릿하다;흐릿한 모양;트이지 않은 모양
401	후	候	去	宥	묻다;안부를 묻다;시중들다;기다리다;맞이하다;살피다;정탐하다;척후(斥候);망루;점치다;진찰하다;철(절기);때;시기;조짐;징조;정도(程度)
402	휴	倠	平	支	추하다;용모가 아름답지 못하다
403	가	假	上	馬	거짓;가짜;임시적;빌리다;빌려 주다;너그럽다;용서하다;가령;만일;크다
404	하	假	平	麻	끝나다;끝내다;죽다;멀리;멀다
405	가	假	去	禡	바꾸다;교환하다;겨를;여가;휴일;아름답다;좋다;타다;거마(車馬)에 오르다
406	격	假	入	陌	이르다(至);도달하다
407	건	健	去	願	튼튼하다;굳세다;강하다;교만하다;거만하게 굴다;탐하다;욕심을 부리다;매우;심히;병사;군사
408	건	健	上	銑	어렵게 여기다;어려워하다;들다;올리다
409	게	偈	去	霽	쉬다;휴식하다;게송
410	걸	偈	入	屑	굳센 모양;용감한 모양;튼튼하다;건장하다;빠르다;힘쓰는 모양
411	면	偭	去	霰	향하다;마주 대하다;등지다;어기다
412	배	偝	去	隊	버리다;내버려 두다;등을 돌리다;등지다
413	부	偩	上	有	본뜨다;준거하여 따르다;자랑하다;자부하다
414	설	偰	入	屑	맑다;깨끗하다;사람 이름
415	시	偲	平	支	굳세다;힘세다;똑똑하다;재능이 있다;선(善)을 권하다
416	악	偓	入	覺	악착하다;신선 이름
417	언	偃	上	銑	쓰러지다;넘어지다;엎어지다;드리워지다;나직하다;쉬다;그만두다;숨다;숨기다;괴로워하다;실망하다;뒷간;변소;편안하다;방죽;보(洑);교만하다
418	엽	偞	入	葉	가볍다;아름답다;용모가 아름다운 모양
419	협	偞	入	葉	천하다;낮다;억누르다
420	외	偎	平	灰	어렴풋하다;분명하지 않다;친압하다;친숙해지다;가까워지다;가까이하다
421	요	偠	上	篠	낭창거리다;단아하고 얌전한 모양
422	우	偶	上	有	짝;부부;짝수;벗;무리;또래;인형;허수아비;뜻하지 아니하게;때때로
423	우	偊	上	麌	혼자 걷다;혼자 걷는 모양;웅크리는 모양;삼가는 모양
424	위	偉	上	尾	훌륭하다;뛰어나다;크다;아름답다;성하다;성대하다;기이하다;이상하다
425	의	偯	上	尾	울다;탄식하다;우는 소리;탄식하는 소리
426	정	停	平	靑	머무르다;멎다;정해지다;고정하다;밀리다;막히다;지체하다;쉬다;휴식하다;그만두다;중지하다;말리다;만류하다
427	정	偵	平	庚	정탐하다;엿보다;염탐꾼;간첩;묻다;점치다
428	종	偅	去	宋	불우한 모양;잘 걷지 못하는 모양
429	동	偅	平	東	아이;젊은이
430	주	做	去	箇	짓다;만들다
431	측	側	入	職	곁;가까이;옆;가;언저리;기울다;치우치다;쏠리다;기울이다;귀를 기울이다;숨다;어렴풋이;아련히;혼자;옆으로 돌리다;외면하다;예에 어긋나는 행위;천하다;낮다;다가오다;아파하다;슬퍼하다
432	치	偨	上	紙	가지런하지 않다;정제되어 있지 않다
433	투	偸	平	尤	훔치다;도둑질하다;가볍다;경박하다;구차하다;탐내다
434	편	偏	平	先	치우치다;기울다;반(半);절반;한쪽;한편;시골;반신불수;하나;한 사람;무리;동아리;동류;변(邊);조(組);보좌;오로지;나부끼다;뜻밖에;속이다
435	핍	偪	入	職	다가오다;가까이 닥치다;배가 부르다;행전;각반;
436	복	偪	入	屋	나라 이름
437	해	偕	平	佳	함께;다 같이;굳세다;굳세고 씩씩한 모양;함께 있다;같다;같게 하다;알맞다;정돈되다
438	황	偟	平	陽	노닐다;거닐다;겨를;짬
439	가	傢	平	麻	가구;기물
440	각	傕	入	覺	성(姓);사람 이름
441	걸	傑	入	屑	뛰어나다;출중하다;뛰어난 사람;훌륭한 사람;빼어나게 패다;크다;굴하지 아니하다
442	겸	傔	去	豔	시중들다;따르다;시중꾼;종자(從者)
443	괴	傀	平	灰	크다;큰 모양;위대한 모양;성하다;좋다;아름답다;귀신;재앙;괴물;하늘;하늘의 모양;홀로 있는 모양
444	괴	傀	上	賄	꼭두각시
445	회	傀	平	佳	크다;크게 깨달은 모양
446	구	傋	去	宥	어리석다;무지한 모양
447	항	傋	上	講	아첨하지 않다;태도가 뻣뻣하다
448	방	傍	平	陽	곁;옆;가까이;방(旁: 한자의 오른쪽 부분)
449	방	傍	去	漾	기대다;모시다;좌우에서 시중들다
450	팽	傍	平	庚	마지 못하다;부득이한 모양;수레의 소리
451	벌	傠	入	月	배반하다;치다;토벌하다
452	부	傅	去	遇	스승;사부;좁다;시중들다;붙다;부착하다;가까워지다;등록하다;등기하다;증거 문서;부절(符節)
453	부	傅	平	虞	펴다;베풀다
454	비	備	去	寘	갖추다;마련하다;준비하다;간직하다;가지다;구유하다;갖추어지다;이지러짐이 없다;완전하다;차다;가득하다;있다;준비;마련;도구;경계;방비;모두;다;자세히;삼가다;옷
455	사	傞	平	歌	취하여 춤추는 모양
456	소	傃	去	遇	향하다;지키다;분수를 지키다
457	요	傜	平	蕭	부역;부리다;느슨하다;느릿하다
458	용	傛	共	共	불안하다;근심스럽다;여관(女官) 이름;익숙한 모양
459	전	傎	平	先	거꾸로 되다;어긋나다
460	창	傖	平	庚	천하다;비천하다;촌뜨기
461	창	傖	平	陽	문란하다;문란한 모양
462	태	㑷	去	隊	모양;상태
463	혜	傒	平	齊	묶다;얽다;매다;동북쪽 오랑캐 이름
464	혜	傒	上	薺	기다리다
465	효	傚	去	效	본받다;모방하다;배우;닮게 하다;본뜨다;준하다;기준으로 삼고 따르다;가르치다;지도하다
466	경	傾	平	庚	기울다;기울이다;비스듬하다;뒤집히다;번복되다;눕다;낮다;낮아지다;높다;오르다;올라가다;마음을 기울이다;따르다;쏠리다;귀를 쫑그리다;엇걸리다;위태롭다;상하다;능가하다;녹이다;겨루다;다하다
467	구	傴	上	麌	구부리다;허리를 굽히다;곱사등이;꼽추;공경하는 모양;삼가는 모양;불쌍히 여기다
468	근	僅	去	震	겨우;간신히;조금;약간;거의;대부분;가깝다
469	루	僂	平	尤	구부리다;굽히다;곱사등이;꼽추;재빨리 움직이다;민첩하다;공경하는 모양;삼가는 모양
470	륙	僇	入	屋	욕보이다;창피를 주다;죽이다
471	류	僇	去	宥	느리다;행동이 느린 모양;병(病)
472	만	僈	去	諫	얕보다;업신여기다;게으름 피우다;방심하다;어지럽히다;더럽히다
473	병	偋	上	梗	물리치다;내치다;자질구레한 모양
474	병	偋	去	敬	초라하다;초라한 거처;미천한 생활;벽지(僻地)
475	사	傻	上	馬	약다;약삭빠르다;인정이 없다;불인(不仁)하다;어리석다
476	상	傷	平	陽	상처;다치다;상하다;닿다;침범하다;이지러지다;부족하다;앓다;괴롭히다;고통을 주다;패배하다;무찌르다;해치다;비난하다;헐뜯다;생각하다;걱정하다;마음 아파하다;가엽게 여기다;죽음을 슬퍼하다;상제(喪祭)
477	선	僊	平	先	춤추다;춤추는 모양;선인(仙人);불로장생 하는 사람
478	소	㑿	上	巧	작다;긴 모양
479	언	傿	平	先	고을 이름(지금의 하남성);나라 이름;성(姓)
480	언	傿	去	願	에누리;에누리하다
481	오	傲	去	號	거만하다;뽐내다;업신여기다;깔보다;제멋대로;시끄럽다;떠들석하다
482	용	傭	平	冬	품팔이;품팔이하다;품팔이꾼;임금(賃金)
483	종	傭	平	冬	고르다;공평하다;쓰다;짓다
484	장	傽	平	陽	놀라다;놀라고 두려워하는 모양;시숙(媤叔)
485	전	傳	平	先	전하다;전해지다;수여하다;양위하다;잇다;이어지다;후세에 남기다;퍼지다;퍼뜨리다;구전하다;말하다;서술하다;보내다;옮기다;옮아가다;통하다;붙잡다;지극하다;성(姓)
486	전	傳	去	霰	역(驛);역참;역의 거마(車馬);객사;여인숙;부신(符信);경서의 주해;고서;고대의 기록;전기(傳記)
487	제	傺	去	霽	묵다;머물다
488	채	債	去	卦	빚;빌리다;빌려준 금품
489	첨	僉	平	鹽	다;모두;여러;많은 사람이 함께 말하다;고르다;가려 뽑다;벼슬 이름
490	총	傯	上/去	董/送	바쁘다;조급하다;괴로워하다;마음이 어지러운 모양
491	최	催	平	灰	재촉하다;독촉하다;죄어치다;싹트다;징조가 보이다;막다;방해하다;저지하다;열다;베풀다
492	표	僄	共	共	가볍다;경박하다;날래다;민첩하다;성질이 경박하고 사납다;거칠다
493	결	僪	入	屑	햇무리
494	굴	僪	入	質	미치다;미치광이;기괴한 모양
495	교	僑	平	蕭	높다;타관살이하다;임시 거처;잠시 머물다
496	군	僒	上	軫	얽매이다;사로잡힌 모양;등이 굽다;꼽추
497	기	僛	平	支	취하여 춤추는 모양;비틀거리며 춤추는 모양
498	동	僮	平	東	아이;젊은이;하인;종;두려워하며 삼가는 모양;완고하다;어리석다;시세에 어둡다
499	료	僚	平	蕭	동료;벼슬아치;관리
500	료	僚	上	篠	예쁘다;예쁜 모양;아름다운 모양
501	복	僕	入	沃	종;하인;마부;저(자신의 비칭);무리;벗;동아리;패거리;붙다;따르다;따라붙다;관리하다;주관하다;숨기다;감추다;번거롭다;귀찮다
502	북	僰	入	職	오랑캐
503	분	僨	去	問	넘어지다;엎드리다;넘어뜨리다;실패하다;낭패하다;움직이다;떨치다
504	분	僨	平	元	세찬 기세
505	상	像	上	養	형상;모양;본뜬 형상;닮다;본뜨다;법;규범
506	선	僎	上	銑	갖추다;정제하다;수(數);세다;고르다;가려 뽑다
507	준	僎	平	眞	준작(?爵)
508	승	僧	平	蒸	승려;마음이 편안한 모양
509	요	僥	平	蕭	바라다;구하다;긴 모양
510	위	偉	去	寘	거짓;속이다;작위
511	와	偉	平	歌	잘못;그릇되게 바뀌다
512	잔	僝	平	刪	욕하다;나타내다;갖추다
513	준	僔	上	阮	모이다;많다;웅크리다;삼가다;공손하다
514	참	僭	去	豔	참람하다;분수에 지나치다;범하다;어긋나다;사치하다
515	참	僭	去	沁	미덥지 못하다;비방하다;나무라다
516	침	僭	平	侵	흐트러지다;어지러워지다;침범하다
517	철	僣	入	屑	교활하다;약다
518	참	僣	去	豔	참람하다
519	초	僬	平	蕭	명찰(明察)하다;나라 이름
520	초	僬	去	嘯	달리다
521	추	僦	去	宥	빌리다;보내다;모이다;모여들다
522	탄	僤	去	翰	빠르다;재빠르다;도탑다;돈후하다
523	천	僤	平	先	땅 이름
524	선	僤	上	銑	움직이는 모양;걸어가는 모양
525	퇴	僓	共	共	좇다;순종하다;익숙하다;우아하다
526	한	僩	上	潸	노하다;벌컥 화내는 모양;풍채가 당당한 모양;우아한 모양;너그러운 모양
527	희	僖	平	支	기쁘다;즐겁다
528	가	價	去	禡	값;가격;대금;명성;평판;수(數);값있다;값지다;어조사
529	강	僵	平	陽	쓰러지다;엎어지다;쓰러뜨리다;빳빳해지다
530	검	儉	上/去	琰/豔	검소하다;적다;흉작;흉년이 들다;험하다
531	경	儆	上	梗	경계하다;위급한 일
532	교	儌	共	共	가다;구하다;찾다;속이다
533	금	僸	去	沁	우러르다;고개를 쳐들다;풍류 이름
534	농	儂	平	冬	나;저;너;당신;영감;종족 이름
535	담	儋	平	覃	메다;항아리;독;두 항아리에 담을 수 있는 부피
536	민	僶	上	軫	힘쓰다;힘써 일하다;잠시 동안
537	벽	僻	入	陌	후미지다;구석지다;치우치다;편벽되다;피하다;멀리 하다;천하다;비루하다;바르지 못하다;가볍다
538	비	僻	去	寘	성가퀴
539	사	僿	去	寘	잘게 부수다;성의 없다;막다
540	새	僿	去	隊	잘게 부수다;성의 없다;막다
541	애	僾	去	隊	어렴풋하다;희미하게 보이다;흐느껴 울다;목메다;숨다
542	억	億	入	職	억(수의 단위);편안하다;편안하게 지내다;헤아리다;추측하다;내기에 건 금품;아!(감탄사);차다;가득 차다
543	의	儀	平	支	거동;훌륭한 자태;예의;풍속;관례;본;본뜨다;기준으로 삼고 따르다;헤아리다;짐작하다;좋다;바르다;마땅하다;짝;현명하다;향하다;그릇;예물
544	준	儁	去	震	준걸;뛰어난 사람;뛰어나다;훌륭하다
545	천	儃	平	先	머뭇거리다
546	탄	儃	上	旱	고요하다;고요한 모양
547	탄	儃	去	翰	멋대로;마음 내키는 대로
548	쾌	儈	去	泰	거간;중개인;상인;장사꾼
549	현	儇	平	先	총명하다;영리하다;빠르다;날래다;재빠르다
550	녕	儜	平	庚	괴로워하다;마음이 약하다;약하다;몸이 약하다;서로 부르는 소리;야비한 소리
551	대	儓	平	灰	하인;심부름꾼;집사;가신;농부;농사꾼;추하다;보기 흉하다
552	무	儛	平	虞	춤추다
553	빈	儐	去	震	인도하다;손을 안내하는 사람;대접하다;공경하다;차려 놓다;베풀다;나아가다;물리치다;버리다
554	빈	儐	平	眞	찡그리다
555	유	儒	平	虞	선비;유학;부드럽다;너그럽다;유약하다;짧다;키가 작다
556	은	㒚	去	問	기대다;남에게 기대다
557	온	㒚	上	阮	평온하다
558	의	儗	上	紙	의심하다;본뜨다;견주다;비교하다;무성하다
559	의	儗	去	寘	침체하다;막히다
560	제	儕	平	佳	동배(同輩);무리;벗;동아리;함께;같이
561	주	儔	平	尤	짝;동아리;무리;누구;어느 사람
562	진	儘	上	軫	다하다;다;죄다;멋대로;되는대로;조금;어조사
563	뢰	儡	平	灰	역락(零落)하다;실패하다
564	뢰	儡	上	賄	피로하다;지친 모양;꼭두각시
565	상	償	平	陽	갚다;보상;보답;속죄
566	우	優	平	尤	넉넉하다;많다;도탑다;후하다;얌전하다;뛰어나다;광대;머뭇거리다;노닥거리다;놀다;편안하게 쉬다;부드럽다;너그럽다
